tract_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,fips_county_code,tract
"Census Tract 503.01, Marion County, Tennessee",5561,3715,40000,44015,47906,130,20,58,30,4,0,0,9,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,47,0,0,0,0,0,47,115,050301
"Census Tract 503.02, Marion County, Tennessee",3088,2348,53163,55263,46488,93,87,75,18,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,115,050302
"Census Tract 102.01, Maury County, Tennessee",6623,4612,68018,69778,74394,21,21,112,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,12,0,13,14,12,0,47,119,010201
"Census Tract 102.02, Maury County, Tennessee",9377,6319,70526,85917,71250,87,80,46,33,0,0,31,35,31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,0,0,0,14,2,18,0,47,119,010202
"Census Tract 103.01, Maury County, Tennessee",7116,5111,78807,83214,81160,62,102,25,40,54,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,119,010301
"Census Tract 103.02, Maury County, Tennessee",3087,2194,66791,68125,82000,40,47,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,119,010302
"Census Tract 108.01, Maury County, Tennessee",3839,2678,56048,59750,70000,36,7,27,26,0,37,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,47,119,010801
"Census Tract 108.02, Maury County, Tennessee",7829,4722,43333,47148,56292,41,92,46,81,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,29,0,0,17,14,0,47,119,010802
"Census Tract 110.01, Maury County, Tennessee",2799,2004,48542,63413,52554,88,16,102,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,47,119,011001
"Census Tract 110.02, Maury County, Tennessee",6795,4461,35043,40332,57656,170,150,175,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,47,119,011002
"Census Tract 111.01, Maury County, Tennessee",4566,3369,57857,81354,79896,118,22,90,16,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,119,011101
"Census Tract 111.02, Maury County, Tennessee",2902,2001,57700,72202,63295,50,15,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,119,011102
"Census Tract 9250, Monroe County, Tennessee",7877,5810,43478,53309,46038,120,96,142,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,43,0,4,30,47,123,925000
"Census Tract 405.01, Rutherford County, Tennessee",8380,5495,80711,87270,89308,206,87,124,64,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,149,040501
"Census Tract 405.02, Rutherford County, Tennessee",7285,4674,63241,66852,80307,198,58,183,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,149,040502
"Census Tract 407.01, Rutherford County, Tennessee",10741,6470,67279,73136,75413,215,58,189,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,47,149,040701
"Census Tract 407.02, Rutherford County, Tennessee",5484,3727,65683,72813,80855,70,23,103,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,47,149,040702
"Census Tract 408.05, Rutherford County, Tennessee",9390,5791,78448,90461,83603,80,127,91,123,121,10,22,0,0,0,0,0,32,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,21,23,12,0,47,149,040805
"Census Tract 408.06, Rutherford County, Tennessee",8063,5370,74277,81616,88235,131,115,135,54,65,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,47,149,040806
"Census Tract 408.07, Rutherford County, Tennessee",5780,3690,85682,92585,95726,226,56,69,90,13,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20,0,0,0,24,0,37,47,149,040807
"Census Tract 408.08, Rutherford County, Tennessee",8050,4947,91812,87250,112647,56,105,180,102,0,0,63,0,0,0,0,0,25,0,13,0,0,0,0,0,7,0,5,0,0,0,13,0,132,0,5,0,47,149,040808
"Census Tract 408.09, Rutherford County, Tennessee",4207,2798,73934,78375,73375,91,57,61,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,149,040809
"Census Tract 9754, Smith County, Tennessee",4693,3164,47266,46576,57383,75,98,141,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,159,975400
"Census Tract 9752, Smith County, Tennessee",5885,3955,41074,40848,48150,95,4,65,33,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,8,0,0,0,0,11,47,159,975200
"Census Tract 9753, Smith County, Tennessee",1651,1229,46667,50417,62593,51,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,159,975300
"Census Tract 9750, Smith County, Tennessee",4074,2716,47691,50433,49073,117,43,94,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,47,159,975000
"Census Tract 302.02, Wilson County, Tennessee",6991,5144,89861,78672,104453,54,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,47,189,030202
"Census Tract 303.04, Wilson County, Tennessee",6841,4505,72696,72183,94167,124,16,86,37,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,47,189,030304
"Census Tract 303.07, Wilson County, Tennessee",8828,5883,81949,88947,92938,150,137,185,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,47,189,030307
"Census Tract 303.05, Wilson County, Tennessee",5931,4412,83832,84301,95781,25,57,271,56,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,189,030305
"Census Tract 305, Wilson County, Tennessee",6695,4245,36354,49278,35850,31,8,5,65,9,46,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,47,189,030500
"Census Tract 301.01, Wilson County, Tennessee",8164,5739,69309,71029,75000,233,115,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,189,030101
"Census Tract 308, Wilson County, Tennessee",6291,4509,60777,61719,66563,184,92,77,87,4,0,19,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,189,030800
"Census Tract 309.01, Wilson County, Tennessee",11775,7806,78192,93688,81222,326,71,167,104,0,0,47,15,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,52,0,0,0,47,189,030901
"Census Tract 301.02, Wilson County, Tennessee",6648,4855,57038,52976,76136,142,28,104,23,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,189,030102
"Census Tract 303.03, Wilson County, Tennessee",4613,3191,90377,94444,90903,35,108,67,23,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,17,11,0,0,1,47,189,030303
"Census Tract 307, Wilson County, Tennessee",3237,2118,26061,25811,32353,19,19,9,47,43,0,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0,0,47,189,030700
"Census Tract 306, Wilson County, Tennessee",3949,2511,34044,42896,34125,67,80,63,93,26,39,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,5,0,0,47,189,030600
"Census Tract 310, Wilson County, Tennessee",5725,3872,51957,63750,54957,82,88,263,92,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,189,031000
"Census Tract 409, Sullivan County, Tennessee",3319,2300,46319,44500,57396,61,59,26,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,47,163,040900
"Census Tract 413, Sullivan County, Tennessee",4493,3242,50977,47950,65000,64,0,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,47,163,041300
"Census Tract 426, Sullivan County, Tennessee",4311,3222,41767,44545,48011,32,25,50,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,63,0,0,0,47,163,042600
"Census Tract 430, Sullivan County, Tennessee",4654,3256,37953,39706,49583,63,69,111,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,47,163,043000
"Census Tract 405, Sullivan County, Tennessee",4431,2843,29278,31125,32269,42,36,104,51,28,16,11,70,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,59,6,0,18,0,0,0,47,163,040500
"Census Tract 56.02, Knox County, Tennessee",3982,2823,68363,77344,75532,32,19,81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,47,093,005602
"Census Tract 14, Knox County, Tennessee",2638,1235,18188,9788,19522,76,36,49,12,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,001400
"Census Tract 21, Knox County, Tennessee",3179,1988,27092,26004,31328,11,7,7,0,12,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,47,093,002100
"Census Tract 30, Knox County, Tennessee",4975,3141,40049,48784,40876,76,48,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,37,0,47,093,003000
"Census Tract 41, Knox County, Tennessee",4252,2951,42135,54018,43462,38,75,21,17,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,33,0,0,16,0,0,0,47,093,004100
"Census Tract 42, Knox County, Tennessee",3046,2064,49435,61447,42407,61,34,59,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,004200
"Census Tract 48, Knox County, Tennessee",6064,3732,52854,77375,64167,26,47,43,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,004800
"Census Tract 49, Knox County, Tennessee",5699,3762,52575,59900,72674,110,110,35,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,42,0,0,0,0,47,093,004900
"Census Tract 20, Knox County, Tennessee",3043,2003,28218,29464,28165,0,6,0,135,38,0,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,8,0,47,093,002000
"Census Tract 26, Knox County, Tennessee",2287,1461,27400,31695,24023,0,31,21,19,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,47,093,002600
"Census Tract 28, Knox County, Tennessee",4949,2744,29029,30044,20257,35,30,0,27,13,70,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,47,093,002800
"Census Tract 31, Knox County, Tennessee",2719,1996,40219,34432,49848,45,8,56,24,23,26,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,47,093,003100
"Census Tract 34, Knox County, Tennessee",3935,2878,48398,53289,50455,76,42,27,39,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,47,093,003400
"Census Tract 50, Knox County, Tennessee",3853,2780,41800,36574,48276,45,35,102,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,47,093,005000
"Census Tract 57.01, Knox County, Tennessee",4632,3262,85909,119565,105192,73,61,79,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,10,16,0,0,11,0,47,093,005701
"Census Tract 62.02, Knox County, Tennessee",5257,3651,69531,71875,82995,55,82,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,47,093,006202
"Census Tract 8, Knox County, Tennessee",3588,1560,25490,34643,29286,0,41,17,107,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,47,093,000800
"Census Tract 19, Knox County, Tennessee",1569,1000,23375,20000,23125,11,0,1,0,19,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,093,001900
"Census Tract 23, Knox County, Tennessee",3377,2296,32173,40292,33393,50,14,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,12,47,093,002300
"Census Tract 35, Knox County, Tennessee",4743,3028,47402,61190,57308,86,24,18,41,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,40,47,093,003500
"Census Tract 32, Knox County, Tennessee",2829,1979,31449,29438,29288,33,0,9,13,14,0,61,71,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,003200
"Census Tract 40, Knox County, Tennessee",4436,3250,29791,33625,30042,32,15,37,12,18,0,0,39,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,004000
"Census Tract 57.04, Knox County, Tennessee",6479,4627,57361,66833,87630,64,65,82,17,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,47,093,005704
"Census Tract 208.31, Shelby County, Tennessee",3642,2421,79595,87538,99722,71,37,47,58,24,0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,47,157,020831
"Census Tract 208.32, Shelby County, Tennessee",10013,6820,109397,109776,140750,139,24,176,64,27,0,42,21,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,16,0,18,45,16,0,24,47,157,020832
"Census Tract 211.24, Shelby County, Tennessee",8877,4763,61028,64208,68750,75,18,20,50,178,62,131,227,0,0,0,0,20,0,0,0,0,0,0,0,27,0,0,14,0,93,45,0,60,0,37,27,47,157,021124
"Census Tract 211.25, Shelby County, Tennessee",4421,3228,70607,68182,79563,0,11,58,22,33,0,104,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,47,157,021125
"Census Tract 211.26, Shelby County, Tennessee",4468,2917,64432,49674,75684,28,57,38,31,40,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,0,0,47,157,021126
"Census Tract 211.39, Shelby County, Tennessee",4321,3049,108487,96705,127422,63,35,77,24,22,40,9,9,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,157,021139
"Census Tract 211.40, Shelby County, Tennessee",5300,3743,67625,67356,103500,0,44,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,23,0,0,26,47,157,021140
"Census Tract 211.41, Shelby County, Tennessee",7218,5120,69827,71250,75972,49,0,101,0,76,91,166,162,0,0,0,0,0,0,0,7,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,47,157,021141
"Census Tract 211.42, Shelby County, Tennessee",3902,2801,63922,48125,119432,112,0,30,37,0,0,12,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,47,157,021142
"Census Tract 9205, Hardin County, Tennessee",5058,3669,46324,85536,52570,146,82,58,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,071,920500
"Census Tract 9206, Hardin County, Tennessee",3205,2605,44875,47303,43875,64,41,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,47,071,920600
"Census Tract 503.01, Hawkins County, Tennessee",4198,3073,36641,36652,46429,76,22,40,57,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,073,050301
"Census Tract 503.02, Hawkins County, Tennessee",3910,2531,38103,39024,44940,166,50,71,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,47,073,050302
"Census Tract 505.01, Hawkins County, Tennessee",3860,2771,43996,64792,52031,33,115,85,69,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,073,050501
"Census Tract 505.02, Hawkins County, Tennessee",3106,2290,37361,-666666666,48846,38,45,104,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,7,0,0,47,073,050502
"Census Tract 505.03, Hawkins County, Tennessee",4596,3365,43765,44079,59946,70,76,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,073,050503
"Census Tract 506.01, Hawkins County, Tennessee",5852,3907,34698,28524,47981,161,39,109,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,073,050601
"Census Tract 506.02, Hawkins County, Tennessee",4666,3494,53900,67007,62386,76,12,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47,073,050602
"Census Tract 9301, Haywood County, Tennessee",2400,1730,50119,58913,74632,55,18,0,0,16,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,075,930100
"Census Tract 9302, Haywood County, Tennessee",1604,1102,36912,-666666666,40000,29,0,20,6,6,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,075,930200
"Census Tract 9303.01, Haywood County, Tennessee",4326,2907,36474,36746,37445,42,124,6,0,68,54,26,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,47,075,930301
"Census Tract 9303.02, Haywood County, Tennessee",3086,2007,31765,35030,32963,15,36,18,0,74,0,116,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,075,930302
"Census Tract 14.01, Madison County, Tennessee",1803,1310,32280,42500,32442,9,7,27,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,47,113,001401
"Census Tract 2, Madison County, Tennessee",5999,3667,29474,28977,40366,37,0,14,0,98,111,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,57,47,113,000200
"Census Tract 10, Madison County, Tennessee",2038,1227,19731,18375,19410,0,0,0,0,20,14,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,113,001000
"Census Tract 15.01, Madison County, Tennessee",5420,3518,49620,50655,51467,10,27,7,0,63,17,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,47,113,001501
"Census Tract 16.03, Madison County, Tennessee",2591,1839,65926,58800,93242,40,23,16,0,5,0,0,33,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,32,0,47,113,001603
"Census Tract 19, Madison County, Tennessee",3730,2549,48281,63704,42269,107,24,100,58,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,113,001900
"Census Tract 16.08, Madison County, Tennessee",2212,1653,66705,63750,79318,21,18,41,13,11,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,001608
"Census Tract 223.30, Shelby County, Tennessee",5142,3135,32798,24838,39020,0,0,0,0,119,74,182,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,2,19,0,0,13,47,157,022330
"Census Tract 56, Shelby County, Tennessee",3767,2802,23750,17708,27625,0,0,0,0,33,31,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,005600
"Census Tract 57, Shelby County, Tennessee",2650,1697,32022,33542,44125,0,0,0,0,43,79,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,005700
"Census Tract 78.10, Shelby County, Tennessee",2403,1506,23245,18906,32875,29,0,0,0,61,47,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,007810
"Census Tract 6, Shelby County, Tennessee",1985,1332,16397,20417,17550,0,0,0,0,16,59,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,000600
"Census Tract 60, Shelby County, Tennessee",2088,1344,26553,27969,26326,0,10,11,0,20,7,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,006000
"Census Tract 64, Shelby County, Tennessee",1560,1255,34583,41447,41813,0,0,4,0,7,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,006400
"Census Tract 66, Shelby County, Tennessee",2199,1544,30774,46335,-666666666,0,0,0,19,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,006600
"Census Tract 67, Shelby County, Tennessee",3299,1819,21026,26018,28464,0,0,0,0,181,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,006700
"Census Tract 72, Shelby County, Tennessee",2590,2038,75962,81156,79688,9,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,0,0,0,47,157,007200
"Census Tract 91, Shelby County, Tennessee",3106,1825,26947,22600,28681,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,4,0,0,14,0,29,33,0,47,157,009100
"Census Tract 89, Shelby County, Tennessee",4225,2549,26859,27531,35114,21,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,87,30,8,0,47,157,008900
"Census Tract 103, Shelby County, Tennessee",1645,830,21641,20078,25893,0,0,0,0,45,8,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,010300
"Census Tract 105, Shelby County, Tennessee",1592,1018,28250,26339,42778,27,0,29,22,51,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,47,157,010500
"Census Tract 108.10, Shelby County, Tennessee",6691,3687,32385,27744,39160,0,0,0,0,93,46,180,52,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,0,28,7,47,157,010810
"Census Tract 70, Shelby County, Tennessee",3205,2335,27134,30335,29856,12,5,0,22,15,36,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,157,007000
"Census Tract 204.06, Sumner County, Tennessee",4143,2738,89808,88558,102409,125,10,121,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,47,165,020406
"Census Tract 204.07, Sumner County, Tennessee",4348,2809,66301,73910,72614,110,160,97,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,020407
"Census Tract 205.01, Sumner County, Tennessee",5118,3907,74326,90446,113333,62,0,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,020501
"Census Tract 205.02, Sumner County, Tennessee",4477,3057,88405,105149,94048,106,0,157,86,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,47,165,020502
"Census Tract 205.03, Sumner County, Tennessee",1976,1585,62400,88235,65250,18,19,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,020503
"Census Tract 206.01, Sumner County, Tennessee",3377,2304,66154,102083,87708,38,28,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,47,165,020601
"Census Tract 206.02, Sumner County, Tennessee",4464,3098,60696,72683,61940,9,52,70,29,0,17,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,020602
"Census Tract 158.02, Davidson County, Tennessee",6907,4450,35711,27723,36938,107,56,34,72,14,65,16,0,38,0,0,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,98,16,0,0,47,037,015802
"Census Tract 166, Davidson County, Tennessee",2984,2633,54789,69710,30114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,016600
"Census Tract 167, Davidson County, Tennessee",4960,3653,98854,96402,150859,33,45,23,36,0,0,0,10,0,0,0,0,11,4,18,17,0,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,47,037,016700
"Census Tract 169, Davidson County, Tennessee",5131,3766,92091,83098,136165,54,0,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,016900
"Census Tract 179.02, Davidson County, Tennessee",4843,3575,89632,116083,174191,43,79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,017902
"Census Tract 107.02, Davidson County, Tennessee",3414,2404,23496,31969,20850,0,0,0,21,32,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,18,0,0,0,0,0,15,14,0,47,037,010702
