tract_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,fips_county_code,tract
"Census Tract 1305, Humphreys County, Tennessee",2962,2062,59559,62857,67880,46,30,82,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,085,130500
"Census Tract 1301, Humphreys County, Tennessee",5657,3977,39717,55536,50980,117,76,102,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,085,130100
"Census Tract 1303, Humphreys County, Tennessee",5090,3501,36444,36345,43000,142,51,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,60,47,085,130300
"Census Tract 1304, Humphreys County, Tennessee",2609,1882,39879,-666666666,44250,39,9,80,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,47,085,130400
"Census Tract 705, Jefferson County, Tennessee",5437,3700,45276,60169,50898,125,12,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,47,089,070500
"Census Tract 29, Knox County, Tennessee",3667,2116,23991,24614,19286,30,42,44,26,11,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,0,0,0,0,0,47,093,002900
"Census Tract 45, Knox County, Tennessee",6614,4452,52295,48084,60802,50,133,61,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,004500
"Census Tract 46.06, Knox County, Tennessee",7237,4892,79985,82361,86429,138,106,114,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,47,093,004606
"Census Tract 52.02, Knox County, Tennessee",3554,2462,44094,66198,49265,46,43,48,71,8,19,19,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,093,005202
"Census Tract 9751, Smith County, Tennessee",2976,2133,39528,48393,45139,54,26,61,15,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,7,0,0,0,0,0,47,159,975100
"Census Tract 134, Davidson County, Tennessee",4371,3437,107657,109695,108229,82,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,013400
"Census Tract 173, Davidson County, Tennessee",3156,2173,40865,35493,47708,0,45,18,7,0,18,0,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65,7,0,47,037,017300
"Census Tract 179.01, Davidson County, Tennessee",4396,3343,113611,84145,175924,58,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,47,037,017901
"Census Tract 118, Davidson County, Tennessee",2722,1680,29219,38906,22361,8,0,35,0,57,31,54,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,011800
"Census Tract 109.01, Davidson County, Tennessee",3256,2273,59967,64241,62571,0,27,22,26,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,010901
"Census Tract 122, Davidson County, Tennessee",2071,1668,78750,93098,49598,9,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,47,037,012200
"Census Tract 154.04, Davidson County, Tennessee",2837,2070,43505,44595,44750,2,0,8,10,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,47,037,015404
"Census Tract 130, Davidson County, Tennessee",1018,925,-666666666,-666666666,-666666666,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,013000
"Census Tract 156.17, Davidson County, Tennessee",2459,1914,71630,76500,81250,33,4,10,0,17,25,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,015617
"Census Tract 156.19, Davidson County, Tennessee",5201,3597,65302,63323,71522,30,7,133,25,28,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4,47,037,015619
"Census Tract 9802, Hamilton County, Tennessee",0,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,065,980200
"Census Tract 9605, Hancock County, Tennessee",2527,1905,32802,42394,34358,61,25,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,067,960500
"Census Tract 9606, Hancock County, Tennessee",4078,2871,26087,53500,23885,69,7,58,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,067,960600
"Census Tract 9201, Hardin County, Tennessee",4069,2773,41559,52601,44030,73,59,122,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,071,920100
"Census Tract 9202, Hardin County, Tennessee",4430,3327,33500,31786,42443,60,25,84,58,2,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,47,071,920200
"Census Tract 9203, Hardin County, Tennessee",3990,2703,51250,66250,61198,92,29,71,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,071,920300
"Census Tract 9204, Hardin County, Tennessee",5061,3575,27007,40109,28625,10,0,43,39,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,47,071,920400
"Census Tract 808.01, Sevier County, Tennessee",2969,1901,24091,25817,24219,91,30,48,18,21,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,35,0,34,0,8,0,0,0,35,0,34,47,155,080801
"Census Tract 808.02, Sevier County, Tennessee",7267,5133,50019,51944,56827,121,85,103,92,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,13,0,0,0,44,0,0,0,13,0,0,0,47,155,080802
"Census Tract 809.01, Sevier County, Tennessee",3729,2947,39530,61100,39713,21,32,53,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,47,155,080901
"Census Tract 809.02, Sevier County, Tennessee",4946,3553,43815,46250,55000,49,20,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,47,155,080902
"Census Tract 811.01, Sevier County, Tennessee",2102,1381,36515,38500,35417,29,21,16,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,16,5,16,5,47,155,081101
"Census Tract 811.02, Sevier County, Tennessee",3427,2623,35875,36466,33286,124,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,155,081102
"Census Tract 9801, Sevier County, Tennessee",0,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,155,980100
"Census Tract 99.01, Shelby County, Tennessee",3283,1932,25827,13162,50288,7,0,0,0,17,0,169,25,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,13,8,0,11,0,0,0,47,157,009901
"Census Tract 99.02, Shelby County, Tennessee",2263,1424,26333,14972,26813,0,0,0,0,78,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,47,157,009902
"Census Tract 111, Shelby County, Tennessee",1508,1102,18555,15250,17500,0,0,0,0,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,011100
"Census Tract 112, Shelby County, Tennessee",1563,1027,16553,21731,11667,0,0,0,0,15,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,011200
"Census Tract 113, Shelby County, Tennessee",1372,995,16389,33583,11543,0,0,16,13,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,157,011300
"Census Tract 114, Shelby County, Tennessee",5491,3191,11361,10625,11200,0,19,0,26,63,224,25,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,011400
"Census Tract 115, Shelby County, Tennessee",2631,1537,25955,28625,25488,7,0,0,0,44,0,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,011500
"Census Tract 116, Shelby County, Tennessee",2339,1385,17039,16458,19625,0,10,0,20,71,55,45,107,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,011600
"Census Tract 117, Shelby County, Tennessee",1418,942,24474,16563,-666666666,0,0,0,0,6,28,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,011700
"Census Tract 118, Shelby County, Tennessee",6355,3746,40488,47132,42292,29,28,53,13,93,24,61,48,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,24,0,0,6,10,59,46,48,42,47,157,011800
"Census Tract 201.01, Shelby County, Tennessee",4071,2605,34000,30795,38929,38,25,12,9,74,21,85,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,020101
"Census Tract 201.02, Shelby County, Tennessee",2849,2277,63712,78482,78333,25,21,77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,020102
"Census Tract 205.23, Shelby County, Tennessee",3099,1411,27284,26484,36136,0,0,11,0,45,34,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,47,157,020523
"Census Tract 205.24, Shelby County, Tennessee",4594,2566,35156,28919,42837,0,0,0,0,94,43,94,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,157,020524
"Census Tract 205.31, Shelby County, Tennessee",5896,2994,50637,38345,54398,8,0,17,0,99,175,171,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,0,0,36,0,0,16,71,38,47,157,020531
"Census Tract 205.32, Shelby County, Tennessee",5951,4166,45542,37111,64471,2,0,30,12,141,174,71,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22,0,11,0,19,0,11,0,47,157,020532
"Census Tract 206.33, Shelby County, Tennessee",3151,2254,74896,70625,103205,57,52,38,5,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,020633
"Census Tract 206.34, Shelby County, Tennessee",3068,2363,59966,63200,69821,58,33,53,23,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,020634
"Census Tract 206.35, Shelby County, Tennessee",2625,1757,63992,70438,74034,35,20,111,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,020635
"Census Tract 206.43, Shelby County, Tennessee",8523,5865,89608,95375,103065,109,100,32,0,90,62,62,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,47,157,020643
"Census Tract 206.44, Shelby County, Tennessee",8969,6120,68163,68889,80724,199,12,69,151,91,146,252,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,11,0,0,47,157,020644
"Census Tract 202.05, Sumner County, Tennessee",3443,2086,59934,54609,75833,112,37,59,18,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,9,2,47,165,020205
"Census Tract 202.06, Sumner County, Tennessee",1194,861,55694,88667,66719,40,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,47,165,020206
"Census Tract 202.07, Sumner County, Tennessee",1675,1273,41023,62917,55833,17,19,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47,165,020207
"Census Tract 202.08, Sumner County, Tennessee",2791,1807,49960,48083,64000,101,14,38,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,47,165,020208
"Census Tract 202.09, Sumner County, Tennessee",2004,1413,66667,70673,75234,34,22,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,47,165,020209
"Census Tract 54.02, Knox County, Tennessee",3201,2219,43446,75500,55093,181,104,143,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005402
"Census Tract 55.01, Knox County, Tennessee",2477,1969,50662,66786,53828,0,8,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005501
"Census Tract 55.02, Knox County, Tennessee",3567,2112,37297,70547,44637,102,149,5,126,0,16,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,47,093,005502
"Census Tract 56.03, Knox County, Tennessee",3602,2715,57028,77984,51528,35,36,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005603
"Census Tract 56.04, Knox County, Tennessee",2693,1974,50455,64271,64265,20,22,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005604
"Census Tract 57.06, Knox County, Tennessee",4449,2989,78705,100875,94063,79,83,85,26,0,0,11,19,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005706
"Census Tract 57.07, Knox County, Tennessee",3324,2110,95741,108938,99306,86,13,68,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005707
"Census Tract 57.08, Knox County, Tennessee",2821,1897,110694,103021,141518,67,37,72,0,20,0,0,0,0,0,0,0,49,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005708
"Census Tract 57.09, Knox County, Tennessee",2053,1410,98750,93393,104643,55,33,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,47,093,005709
"Census Tract 57.10, Knox County, Tennessee",2242,1594,145417,138542,172031,106,15,29,33,14,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,47,093,005710
"Census Tract 57.11, Knox County, Tennessee",5520,3665,95556,94330,107050,116,63,109,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,47,093,005711
"Census Tract 57.12, Knox County, Tennessee",8431,5735,108806,111000,126781,151,58,111,105,12,21,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,30,0,47,093,005712
"Census Tract 58.07, Knox County, Tennessee",2628,1925,102868,101625,119598,31,8,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005807
"Census Tract 58.08, Knox County, Tennessee",5655,3756,67813,90000,87550,120,9,102,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005808
"Census Tract 58.09, Knox County, Tennessee",5394,3889,97708,95313,138352,70,48,57,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,29,0,0,0,47,093,005809
"Census Tract 58.10, Knox County, Tennessee",3606,2404,137298,165521,190313,173,94,109,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,0,0,8,0,47,093,005810
"Census Tract 58.11, Knox County, Tennessee",3115,2106,122227,160625,132250,40,57,111,16,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005811
"Census Tract 58.12, Knox County, Tennessee",5706,3854,127429,152554,135972,136,64,105,0,0,0,0,0,0,0,0,0,17,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,47,093,005812
"Census Tract 58.13, Knox County, Tennessee",6248,4381,103265,107063,140500,215,35,153,88,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005813
"Census Tract 59.03, Knox County, Tennessee",4184,2789,66150,84938,61806,165,46,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,47,093,005903
"Census Tract 59.04, Knox County, Tennessee",6160,4294,74688,86690,66926,151,88,135,98,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,27,0,0,0,47,093,005904
"Census Tract 59.05, Knox County, Tennessee",2362,1496,71429,54688,92396,41,8,58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,47,093,005905
"Census Tract 59.06, Knox County, Tennessee",1913,1306,101691,118409,101103,89,35,51,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,47,093,005906
"Census Tract 59.07, Knox County, Tennessee",3663,2637,94132,93750,110052,29,14,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,005907
"Census Tract 59.08, Knox County, Tennessee",5400,3735,70409,91458,82813,54,12,166,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,23,0,0,0,47,093,005908
"Census Tract 60.01, Knox County, Tennessee",3442,2417,60326,64148,62353,20,38,24,28,0,0,14,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,006001
"Census Tract 60.02, Knox County, Tennessee",6345,4451,63892,79375,77772,180,31,102,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,006002
"Census Tract 60.03, Knox County, Tennessee",4380,3112,67875,82522,76806,78,67,95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,47,093,006003
"Census Tract 61.03, Knox County, Tennessee",5083,3704,63951,68324,85594,70,29,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,47,093,006103
"Census Tract 61.04, Knox County, Tennessee",5630,3570,59677,62111,65022,103,66,160,127,0,0,0,20,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,47,093,006104
"Census Tract 62.05, Knox County, Tennessee",4531,2966,78378,103780,97500,73,10,111,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,9,10,47,093,006205
"Census Tract 62.06, Knox County, Tennessee",5020,3452,74471,84219,96806,105,41,101,39,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,47,093,006206
"Census Tract 62.07, Knox County, Tennessee",3403,2276,53021,58086,65583,55,32,86,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,006207
"Census Tract 62.08, Knox County, Tennessee",5808,4045,40861,40639,76023,41,16,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,0,47,093,006208
"Census Tract 63.01, Knox County, Tennessee",3644,2479,53807,92667,59851,85,7,113,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,093,006301
"Census Tract 63.02, Knox County, Tennessee",2533,1739,48152,55819,65313,40,54,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,47,093,006302
"Census Tract 64.01, Knox County, Tennessee",4161,2699,55045,62005,46797,119,113,106,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,47,093,006401
"Census Tract 204.03, Sumner County, Tennessee",2068,1416,59219,57031,60893,35,19,39,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,020403
"Census Tract 204.04, Sumner County, Tennessee",1945,1415,61157,62386,74250,25,25,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,020404
"Census Tract 204.05, Sumner County, Tennessee",2062,1417,52841,68889,75625,37,9,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,47,165,020405
"Census Tract 505.03, Lauderdale County, Tennessee",2213,1603,51569,52941,55625,38,14,59,12,15,0,23,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,097,050503
"Census Tract 505.04, Lauderdale County, Tennessee",3062,1860,29425,30208,32000,13,27,40,0,49,27,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,0,0,0,22,7,0,0,47,097,050504
"Census Tract 505.05, Lauderdale County, Tennessee",3572,2084,22386,17917,23525,5,19,7,5,64,69,70,51,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,097,050505
"Census Tract 505.06, Lauderdale County, Tennessee",2472,1602,43311,44028,44904,50,7,24,3,38,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,47,097,050506
"Census Tract 9604.01, Lawrence County, Tennessee",4893,3699,38053,55888,45174,67,57,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,099,960401
"Census Tract 9604.02, Lawrence County, Tennessee",3943,2849,45544,61563,50313,31,19,73,13,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,47,099,960402
"Census Tract 9605.01, Lawrence County, Tennessee",4525,2859,30551,29250,41250,70,22,68,39,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,47,099,960501
"Census Tract 9605.02, Lawrence County, Tennessee",4021,2916,41184,57500,50875,112,87,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,099,960502
"Census Tract 9756.01, Lincoln County, Tennessee",5637,3590,45357,40860,62549,135,31,154,63,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,103,975601
"Census Tract 9756.02, Lincoln County, Tennessee",4082,2712,47917,51101,61810,69,62,74,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,103,975602
"Census Tract 602.01, Loudon County, Tennessee",4255,2706,55709,57917,59932,55,20,84,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,105,060201
"Census Tract 602.02, Loudon County, Tennessee",8103,4806,40206,38839,48816,154,105,130,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,64,47,105,060202
"Census Tract 603.01, Loudon County, Tennessee",4023,3165,67625,78511,66375,29,45,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,105,060301
"Census Tract 603.02, Loudon County, Tennessee",6530,5056,67481,58750,79550,74,50,201,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,34,0,47,105,060302
"Census Tract 605.01, Loudon County, Tennessee",8416,7657,58214,41583,91848,30,36,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,105,060501
"Census Tract 605.02, Loudon County, Tennessee",2077,1417,39464,38333,47016,84,53,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,47,105,060502
"Census Tract 9701.01, McMinn County, Tennessee",6111,4448,42665,53484,44460,85,172,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,107,970101
"Census Tract 9701.02, McMinn County, Tennessee",5678,3850,50539,61343,52473,135,45,149,30,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,107,970102
"Census Tract 9704.01, McMinn County, Tennessee",4102,2941,44667,54244,42273,52,30,70,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,47,107,970401
"Census Tract 9704.02, McMinn County, Tennessee",5068,3589,55966,78000,62871,94,0,120,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,107,970402
"Census Tract 9301, McNairy County, Tennessee",4143,2945,31893,36935,31223,70,39,65,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,47,109,930100
"Census Tract 9302, McNairy County, Tennessee",2307,1534,33818,41000,34297,22,27,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,109,930200
"Census Tract 9303, McNairy County, Tennessee",2611,1919,29552,-666666666,24545,30,26,34,59,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,47,109,930300
"Census Tract 9304, McNairy County, Tennessee",2225,1455,40638,50217,53750,30,12,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,47,109,930400
